drugbank_id,drug_name,phenotype_id,phenotype_name,indication
DB00671,Cefixime,C0032285,Pneumonia,"For use in the treatment of the following infections when caused by susceptible strains of the designated microorganisms: (1) uncomplicated urinary tract infections caused by <i>Escherichia coli</i> and <i>Proteus mirabilis</i>, (2) otitis media caused by <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), <i>Moraxella catarrhalis</i> (most of which are beta-lactamase positive), and <i>S. pyogenes</i>, (3) pharyngitis and tonsillitis caused by <i>S. pyogenes</i>, (4) acute bronchitis and acute exacerbations of chronic bronchitis caused by <i>Streptococcus pneumoniae</i> and <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), and (5) uncomplicated gonorrhea (cervical/urethral) caused by <i>Neisseria gonorrhoeae</i> (penicillinase- and non-penicillinase-producing strains)."
DB00671,Cefixime,C0040425,Tonsillitis,"For use in the treatment of the following infections when caused by susceptible strains of the designated microorganisms: (1) uncomplicated urinary tract infections caused by <i>Escherichia coli</i> and <i>Proteus mirabilis</i>, (2) otitis media caused by <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), <i>Moraxella catarrhalis</i> (most of which are beta-lactamase positive), and <i>S. pyogenes</i>, (3) pharyngitis and tonsillitis caused by <i>S. pyogenes</i>, (4) acute bronchitis and acute exacerbations of chronic bronchitis caused by <i>Streptococcus pneumoniae</i> and <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), and (5) uncomplicated gonorrhea (cervical/urethral) caused by <i>Neisseria gonorrhoeae</i> (penicillinase- and non-penicillinase-producing strains)."
DB00671,Cefixime,C0029882,Otitis media,"For use in the treatment of the following infections when caused by susceptible strains of the designated microorganisms: (1) uncomplicated urinary tract infections caused by <i>Escherichia coli</i> and <i>Proteus mirabilis</i>, (2) otitis media caused by <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), <i>Moraxella catarrhalis</i> (most of which are beta-lactamase positive), and <i>S. pyogenes</i>, (3) pharyngitis and tonsillitis caused by <i>S. pyogenes</i>, (4) acute bronchitis and acute exacerbations of chronic bronchitis caused by <i>Streptococcus pneumoniae</i> and <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), and (5) uncomplicated gonorrhea (cervical/urethral) caused by <i>Neisseria gonorrhoeae</i> (penicillinase- and non-penicillinase-producing strains)."
DB00671,Cefixime,C0149514,Acute bronchitis,"For use in the treatment of the following infections when caused by susceptible strains of the designated microorganisms: (1) uncomplicated urinary tract infections caused by <i>Escherichia coli</i> and <i>Proteus mirabilis</i>, (2) otitis media caused by <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), <i>Moraxella catarrhalis</i> (most of which are beta-lactamase positive), and <i>S. pyogenes</i>, (3) pharyngitis and tonsillitis caused by <i>S. pyogenes</i>, (4) acute bronchitis and acute exacerbations of chronic bronchitis caused by <i>Streptococcus pneumoniae</i> and <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), and (5) uncomplicated gonorrhea (cervical/urethral) caused by <i>Neisseria gonorrhoeae</i> (penicillinase- and non-penicillinase-producing strains)."
DB00671,Cefixime,C0029877,Otitis,"For use in the treatment of the following infections when caused by susceptible strains of the designated microorganisms: (1) uncomplicated urinary tract infections caused by <i>Escherichia coli</i> and <i>Proteus mirabilis</i>, (2) otitis media caused by <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), <i>Moraxella catarrhalis</i> (most of which are beta-lactamase positive), and <i>S. pyogenes</i>, (3) pharyngitis and tonsillitis caused by <i>S. pyogenes</i>, (4) acute bronchitis and acute exacerbations of chronic bronchitis caused by <i>Streptococcus pneumoniae</i> and <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), and (5) uncomplicated gonorrhea (cervical/urethral) caused by <i>Neisseria gonorrhoeae</i> (penicillinase- and non-penicillinase-producing strains)."
DB00671,Cefixime,C0018081,Gonorrhoea,"For use in the treatment of the following infections when caused by susceptible strains of the designated microorganisms: (1) uncomplicated urinary tract infections caused by <i>Escherichia coli</i> and <i>Proteus mirabilis</i>, (2) otitis media caused by <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), <i>Moraxella catarrhalis</i> (most of which are beta-lactamase positive), and <i>S. pyogenes</i>, (3) pharyngitis and tonsillitis caused by <i>S. pyogenes</i>, (4) acute bronchitis and acute exacerbations of chronic bronchitis caused by <i>Streptococcus pneumoniae</i> and <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), and (5) uncomplicated gonorrhea (cervical/urethral) caused by <i>Neisseria gonorrhoeae</i> (penicillinase- and non-penicillinase-producing strains)."
DB00722,Lisinopril,C0020538,Hypertension,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00722,Lisinopril,C0233494,Tension,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00722,Lisinopril,C0027051,Myocardial infarction,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00722,Lisinopril,C0011849,Diabetes mellitus,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00722,Lisinopril,C0001925,Albuminuria,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00722,Lisinopril,C0022658,Nephropathy,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00722,Lisinopril,C0857121,Hypertensive,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00722,Lisinopril,C0021308,Infarction,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00722,Lisinopril,C0040188,Tic,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00722,Lisinopril,C0730345,Microalbuminuria,"For the treatment of hypertension and symptomatic congestive heart failure. May be used in conjunction with thrombolytic agents, aspirin and/or &beta;-blockers to improve survival in hemodynamically stable individuals following myocardial infarction. May be used to slow the progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy."
DB00735,Naftifine,C0040259,Tinea pedis,"For the topical treatment of tinea pedis, tinea cruris, and tinea corporis caused by the organisms <i>Trichophyton rubrum</i>, <i>Trichophyton mentagrophytes</i>, <i>Trichophyton tonsurans</i> and <i>Epidermophyton floccosum</i>."
DB00735,Naftifine,C1384589,Tinea cruris,"For the topical treatment of tinea pedis, tinea cruris, and tinea corporis caused by the organisms <i>Trichophyton rubrum</i>, <i>Trichophyton mentagrophytes</i>, <i>Trichophyton tonsurans</i> and <i>Epidermophyton floccosum</i>."
DB00735,Naftifine,C0031873,Pica,"For the topical treatment of tinea pedis, tinea cruris, and tinea corporis caused by the organisms <i>Trichophyton rubrum</i>, <i>Trichophyton mentagrophytes</i>, <i>Trichophyton tonsurans</i> and <i>Epidermophyton floccosum</i>."
DB00847,Cysteamine,C0010709,Cyst,"Given intravenously or orally to treat radiation sickness. The bitartrate salts (Cystagon® and Procysbi) have been used for the oral treatment of nephropathic cystinosis and cystinurea. The hydrochloride salt (Cystaran™) is indicated for the treatment of corneal cystine crystal accumulation in cystinosis patients.
"
DB00847,Cysteamine,C0221423,Sickness,"Given intravenously or orally to treat radiation sickness. The bitartrate salts (Cystagon® and Procysbi) have been used for the oral treatment of nephropathic cystinosis and cystinurea. The hydrochloride salt (Cystaran™) is indicated for the treatment of corneal cystine crystal accumulation in cystinosis patients.
"
DB00847,Cysteamine,C2931187,Cystinosis,"Given intravenously or orally to treat radiation sickness. The bitartrate salts (Cystagon® and Procysbi) have been used for the oral treatment of nephropathic cystinosis and cystinurea. The hydrochloride salt (Cystaran™) is indicated for the treatment of corneal cystine crystal accumulation in cystinosis patients.
"
DB00907,Cocaine,C0031873,Pica,"For the introduction of local (topical) anesthesia of accessible mucous membranes of the oral, laryngeal and nasal cavities."
DB00956,Hydrocodone,C0010200,Cough,"For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants."
DB00956,Hydrocodone,C0030193,Pain,"For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants."
DB00956,Hydrocodone,C0239134,Productive cough,"For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants."
DB00956,Hydrocodone,C0040188,Tic,"For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants."
DB00963,Bromfenac,C0021368,Inflammation,For the treatment of postoperative inflammation in patients who have undergone cataract extraction.
DB00963,Bromfenac,C0086543,Cataract,For the treatment of postoperative inflammation in patients who have undergone cataract extraction.
DB01183,Naloxone,C0011570,Depression,"For the complete or partial reversal of narcotic depression, including respiratory depression, induced by opioids including natural and synthetic narcotics, propoxyphene, methadone and the narcotic-antagonist analgesics: nalbuphine, pentazocine and butorphanol. It is also indicated for the diagnosis of suspected acute opioid overdose. It may also be used as an adjunctive agent to increase blood pressure in the management of septic shock."
