node_id	namespace	identifier	name	type
599	umls	C0085632	Apathy	phenotype
600	umls	C0233471	Flat affect	phenotype
601	umls	C0234518	Slurred speech	phenotype
602	umls	C0013362	Dysarthria	phenotype
603	umls	C0344375	Stomach cramps	phenotype
604	umls	C0429029	Electrocardiogram ST segment	phenotype
605	umls	C0429097	QRS complex	phenotype
606	umls	C0429098	Electrocardiogram QRS complex	phenotype
607	umls	C0728899	Intoxication	phenotype
608	umls	C0032343	Poisoning	phenotype
609	umls	C0860967	Calcium low	phenotype
610	umls	C3665624	Blood calcium decreased	phenotype
611	umls	C0948342	Citrate toxicity	phenotype
612	umls	C0948807	Hepatic impairment	phenotype
613	umls	C0023895	Liver disorder	phenotype
614	umls	C1504494	Tingling of extremity	phenotype
615	umls	C2129214	Loose stools	phenotype
616	umls	C2697368	Gastrointestinal tract irritation	phenotype
617	pubchem.compound	312	Chloride ion	experimental drug
618	umls	C0017181	Gastrointestinal haemorrhage	phenotype
619	umls	C0020625	Hyponatraemia	phenotype
620	umls	C1112525	Gastrointestinal ulcer haemorrhage	phenotype
621	pubchem.compound	338	Salicylic acid	approved drug
622	umls	C0013295	Duodenal ulcer	phenotype
623	umls	C0014742	Erythema multiforme	phenotype
624	umls	C0014868	Oesophagitis	phenotype
625	umls	C0018524	Hallucination	phenotype
626	umls	C0018834	Heartburn	phenotype
627	umls	C0019158	Hepatitis	phenotype
628	umls	C0038358	Gastric ulcer	phenotype
629	umls	C0232493	Epigastric pain	phenotype
630	umls	C0266813	Faecal occult blood positive	phenotype
631	umls	C0877047	Occult blood positive	phenotype
632	umls	C0520893	Localized exfoliation	phenotype
633	umls	C3665596	Warts	phenotype
634	umls	C0347390	Skin papilloma	phenotype
635	pubchem.compound	6234	Cycloserine	approved drug
636	umls	C0001807	Aggression	phenotype
637	umls	C0013182	Drug hypersensitivity	phenotype
638	umls	C0029408	Osteoarthritis	phenotype
639	umls	C0030552	Paresis	phenotype
640	umls	C0033975	Psychotic disorder	phenotype
641	umls	C0151889	Hyperreflexia	phenotype
642	umls	C0233407	Disorientation	phenotype
643	umls	C0234535	Clonic convulsion	phenotype
644	umls	C0235031	Neurological symptom	phenotype
645	pubchem.compound	444	Bupropion	approved drug
646	umls	C0002453	Amenorrhoea	phenotype
647	umls	C0002622	Amnesia	phenotype
648	umls	C0002957	Anger	phenotype
649	umls	C0004134	Ataxia	phenotype
650	umls	C0004601	Back injury	phenotype
651	umls	C0005586	Bipolar disorder	phenotype
652	umls	C0853193	Bipolar I disorder	phenotype
653	umls	C0006107	Concussion	phenotype
654	umls	C0006142	Breast cancer	phenotype
655	umls	C0006145	Breast disorder	phenotype
656	umls	C0006325	Bruxism	phenotype
657	umls	C0006444	Bursitis	phenotype
658	umls	C0007117	Basal cell carcinoma	phenotype
659	umls	C0007286	Carpal tunnel syndrome	phenotype
660	umls	C0008033	Pleuritic pain	phenotype
661	umls	C0008035	Chest wall pain	phenotype
662	umls	C0476280	Musculoskeletal chest pain	phenotype
663	umls	C0009319	Colitis	phenotype
664	umls	C0009763	Conjunctivitis	phenotype
665	umls	C0009938	Contusion	phenotype
666	umls	C0010692	Cystitis	phenotype
667	umls	C0403632	Cystitis noninfective	phenotype
668	umls	C0232849	Bladder pain	phenotype
669	umls	C0010709	Cyst	phenotype
670	umls	C0011124	Libido decreased	phenotype
671	umls	C0855242	Disturbance in sexual arousal	phenotype
672	umls	C0011168	Dysphagia	phenotype
673	umls	C0011253	Delusion	phenotype
674	umls	C0011334	Dental caries	phenotype
675	umls	C0011551	Depersonalisation	phenotype
676	umls	C0011606	Dermatitis exfoliative	phenotype
677	umls	C0011615	Dermatitis atopic	phenotype
678	umls	C0012569	Diplopia	phenotype
679	umls	C0013146	Drug abuse	phenotype
680	umls	C0013384	Dyskinesia	phenotype
681	umls	C0013390	Dysmenorrhoea	phenotype
682	umls	C0013428	Dysuria	phenotype
683	umls	C0013456	Ear pain	phenotype
684	umls	C0014394	Enuresis	phenotype
685	umls	C0014488	Epicondylitis	phenotype
686	umls	C0014724	Eructation	phenotype
687	umls	C0015371	Extrapyramidal disorder	phenotype
688	umls	C0016199	Flank pain	phenotype
689	umls	C0016242	Vitreous floaters	phenotype
690	umls	C0016385	Cardiac flutter	phenotype
691	umls	C0016397	Localised infection	phenotype
692	umls	C0016436	Folliculitis	phenotype
693	umls	C0016470	Food allergy	phenotype
694	umls	C0016479	Food poisoning	phenotype
695	umls	C0016722	Frigidity	phenotype
696	umls	C0015786	Female sexual arousal disorder	phenotype
697	umls	C0017160	Gastroenteritis	phenotype
698	umls	C0017565	Gingival bleeding	phenotype
699	umls	C0017574	Gingivitis	phenotype
700	umls	C0017605	Angle closure glaucoma	phenotype
701	umls	C0017979	Glycosuria	phenotype
702	umls	C0018418	Gynaecomastia	phenotype
703	umls	C0018520	Breath odour	phenotype
704	umls	C0018621	Seasonal allergy	phenotype
705	umls	C1322281	Rhinitis seasonal	phenotype
706	umls	C0019196	Hepatitis C	phenotype
707	umls	C0019360	Herpes zoster	phenotype
708	umls	C0019372	Herpes virus infection	phenotype
709	umls	C0019572	Hirsutism	phenotype
710	umls	C0019917	Hordeolum	phenotype
711	umls	C0020039	Hostility	phenotype
712	umls	C0020175	Hunger	phenotype
713	umls	C0020522	Type IV hypersensitivity reaction	phenotype
714	umls	C0020565	Hypertrophy of breast	phenotype
715	umls	C2225524	Breast enlargement	phenotype
716	umls	C0020678	Hypotrichosis	phenotype
717	umls	C0021141	Inappropriate antidiuretic hormone secretion	phenotype
718	umls	C0021177	Libido increased	phenotype
719	umls	C0021845	Intestinal perforation	phenotype
720	umls	C0022575	Keratoconjunctivitis sicca	phenotype
721	umls	C0314719	Dry eye	phenotype
722	umls	C0025320	Menopause	phenotype
723	umls	C0025345	Menstrual disorder	phenotype
724	umls	C0025874	Metrorrhagia	phenotype
725	umls	C0026603	Motion sickness	phenotype
726	umls	C0026827	Hypotonia	phenotype
727	umls	C1142135	Muscle relaxant therapy	phenotype
728	umls	C0026837	Muscle rigidity	phenotype
729	umls	C0026857	Musculoskeletal disorder	phenotype
730	umls	C0027066	Myoclonus	phenotype
731	umls	C0027441	Nasopharyngitis	phenotype
732	umls	C0027796	Neuralgia	phenotype
733	umls	C0028081	Night sweats	phenotype
734	umls	C0028084	Nightmare	phenotype
735	umls	C0028734	Nocturia	phenotype
736	umls	C0029261	Orgasm abnormal	phenotype
737	umls	C0029456	Osteoporosis	phenotype
738	umls	C0029927	Ovarian cyst	phenotype
739	umls	C0029928	Ovarian disorder	phenotype
740	umls	C0030305	Pancreatitis	phenotype
741	umls	C0030318	Panic reaction	phenotype
742	umls	C0030469	Sinus disorder	phenotype
743	umls	C0030790	Pelvic infection	phenotype
744	umls	C0032584	Polyp	phenotype
745	umls	C0032617	Polyuria	phenotype
746	umls	C1167965	Urine output increased	phenotype
747	umls	C0033046	Premenstrual syndrome	phenotype
748	umls	C0033771	Prurigo	phenotype
749	umls	C0033893	Tension headache	phenotype
750	umls	C0034880	Hyperacusis	phenotype
751	umls	C0035243	Respiratory tract infection	phenotype
752	umls	C0035410	Rhabdomyolysis	phenotype
753	umls	C0036130	Salpingitis	phenotype
754	umls	C0036396	Sciatica	phenotype
755	umls	C0036502	Sebaceous gland disorder	phenotype
756	umls	C0036689	Pharyngitis streptococcal	phenotype
757	umls	C0036830	Serum sickness	phenotype
758	umls	C0037195	Sinus headache	phenotype
759	umls	C0037383	Sneezing	phenotype
760	umls	C0037384	Snoring	phenotype
761	umls	C0037578	Soft tissue injury	phenotype
762	umls	C0037672	Somnambulism	phenotype
763	umls	C0038325	Stevens-Johnson syndrome	phenotype
764	umls	C0038661	Suicide	phenotype
765	umls	C0852733	Completed suicide	phenotype
766	umls	C0038663	Suicide attempt	phenotype
767	umls	C0039503	Tendonitis	phenotype
768	umls	C0040259	Tinea pedis	phenotype
769	umls	C0040425	Tonsillitis	phenotype
770	umls	C0040460	Toothache	phenotype
771	umls	C0040953	Trichotillomania	phenotype
772	umls	C0042035	Micturition disorder	phenotype
773	umls	C0043241	Wound infection	phenotype
774	umls	C0043387	Yawning	phenotype
775	umls	C0080194	Muscle strain	phenotype
776	umls	C0085166	Vaginitis bacterial	phenotype
777	umls	C0085623	Akinesia	phenotype
778	umls	C0085636	Photophobia	phenotype
779	umls	C0086132	Depressive symptom	phenotype
780	umls	C0086439	Hypokinesia	phenotype
781	umls	C0086565	Hepatic function abnormal	phenotype
782	umls	C0086769	Panic attack	phenotype
783	umls	C0087169	Withdrawal symptom	phenotype
784	umls	C0152128	Drug withdrawal syndrome	phenotype
785	umls	C0149745	Mouth ulceration	phenotype
786	umls	C0149931	Migraine	phenotype
787	umls	C0151602	Swelling face	phenotype
788	umls	C0151610	Tongue oedema	phenotype
789	umls	C0040409	Tongue disorder	phenotype
790	umls	C0151611	Electroencephalogram abnormal	phenotype
791	umls	C0151692	Impaired healing	phenotype
792	umls	C0151713	Hyperchlorhydria	phenotype
793	umls	C1168034	Gastric pH decreased	phenotype
794	umls	C0151763	Hepatocellular injury	phenotype
795	umls	C0160390	Liver injury	phenotype
796	umls	C0151772	Manic psychosis	phenotype
797	umls	C0338831	Mania	phenotype
798	umls	C0151830	Urethral pain	phenotype
799	umls	C0151836	Paranoid reaction	phenotype
800	umls	C1456784	Paranoia	phenotype
801	umls	C0151936	Tendon disorder	phenotype
802	umls	C0151966	Duodenal ulcer haemorrhage	phenotype
803	umls	C0152027	Sensory disturbance	phenotype
804	umls	C0152029	Sinus congestion	phenotype
805	umls	C0152030	Skin irritation	phenotype
806	umls	C0152031	Joint swelling	phenotype
807	umls	C0152517	Viral diarrhoea	phenotype
808	umls	C0156404	Menstruation irregular	phenotype
809	umls	C0159321	Facial bones fracture	phenotype
810	umls	C0162298	Joint stiffness	phenotype
811	umls	C0221776	Oral pain	phenotype
812	umls	C0231530	Muscle twitching	phenotype
813	umls	C0231919	Nasal dryness	phenotype
814	umls	C0232431	Cold sweat	phenotype
815	umls	C0232459	Digestion impaired	phenotype
816	umls	C0232461	Increased appetite	phenotype
817	umls	C0233414	Disturbance in attention	phenotype
818	umls	C0233477	Dysphoria	phenotype
819	umls	C0233488	Feeling of despair	phenotype
820	umls	C0233565	Bradykinesia	phenotype
821	umls	C0233632	Thinking abnormal	phenotype
822	umls	C1306341	Mental disability	phenotype
823	umls	C0233651	Perseveration	phenotype
824	umls	C0233754	Derealisation	phenotype
825	umls	C0233762	Hallucination, auditory	phenotype
826	umls	C0233794	Memory impairment	phenotype
827	umls	C0234458	Abnormal dreams	phenotype
828	umls	C0234708	Intraocular pressure increased	phenotype
829	umls	C0234913	Rash erythematous	phenotype
830	umls	C0235086	Muscle contractions involuntary	phenotype
831	umls	C0235146	Euphoric mood	phenotype
832	umls	C0235162	Difficulty sleeping	phenotype
833	umls	C1262141	Poor quality sleep	phenotype
834	umls	C0235198	Cerebration impaired	phenotype
835	umls	C0235378	Hepatotoxicity	phenotype
836	umls	C0235857	Lacrimation decreased	phenotype
837	umls	C0235996	Hepatic enzyme increased	phenotype
838	umls	C0236068	Swollen tongue	phenotype
839	umls	C0237314	Heart rate irregular	phenotype
840	umls	C0238707	Impairment of attention	phenotype
841	umls	C0239062	Circumoral oedema	phenotype
842	umls	C0239729	Genital rash	phenotype
843	umls	C0239739	Gingival pain	phenotype
844	umls	C0239978	Frequent bowel movements	phenotype
845	umls	C0240515	Nipple pain	phenotype
846	umls	C0240811	Prostate infection	phenotype
847	umls	C0241060	Dermal cyst	phenotype
848	umls	C0241934	Hypomania	phenotype
849	umls	C0242073	Pulmonary congestion	phenotype
850	umls	C0948349	Respiratory tract congestion	phenotype
851	umls	C0242350	Erectile dysfunction	phenotype
852	umls	C0242422	Parkinsonism	phenotype
853	umls	C0260662	Auditory disorder NOS	phenotype
854	umls	C0264309	Vocal cord disorder	phenotype
855	umls	C0272426	Mouth injury	phenotype
856	umls	C0273482	Nerve compression	phenotype
857	umls	C0161479	Nerve injury	phenotype
858	umls	C0277925	Peripheral coldness	phenotype
859	umls	C0278107	Painful ejaculation	phenotype
860	umls	C0339916	Viral upper respiratory tract infection	phenotype
861	umls	C0344315	Depressed mood	phenotype
862	umls	C0392156	Akathisia	phenotype
863	umls	C0392176	Gastric irritation	phenotype
864	umls	C1291078	Epigastric discomfort	phenotype
865	umls	C0392703	Shakiness	phenotype
866	umls	C0393760	Initial insomnia	phenotype
867	umls	C0393761	Middle insomnia	phenotype
868	umls	C0409497	Joint injury	phenotype
869	umls	C0423798	Increased tendency to bruise	phenotype
870	umls	C0424000	Suicidal ideation	phenotype
871	umls	C0425481	Respiratory sighs	phenotype
872	umls	C1260922	Respiration abnormal	phenotype
873	umls	C0426636	Defaecation urgency	phenotype
874	umls	C0434437	Joint sprain	phenotype
875	umls	C0435002	Ligament sprain	phenotype
876	umls	C0435630	Wrist fracture	phenotype
877	umls	C0455769	Energy increased	phenotype
878	umls	C0474378	Hair colour changes	phenotype
879	umls	C0475858	Pruritus generalised	phenotype
880	umls	C0476254	Dyslexia	phenotype
881	umls	C0497156	Lymphadenopathy	phenotype
882	umls	C0497209	Conjunctivitis infective	phenotype
883	umls	C0520594	Breast microcalcification	phenotype
884	umls	C0587094	Breast calcifications	phenotype
885	umls	C0520966	Coordination abnormal	phenotype
886	umls	C0521592	Hypoaesthesia oral	phenotype
887	umls	C0521991	Stress symptoms	phenotype
888	umls	C0038435	Stress	phenotype
889	umls	C0522178	Self-injurious ideation	phenotype
890	umls	C0522251	Sinus pain	phenotype
891	umls	C0541798	Terminal insomnia	phenotype
892	umls	C0542165	Pseudoparkinsonism	phenotype
893	umls	C0542571	Face oedema	phenotype
894	umls	C0547030	Visual disturbance	phenotype
895	umls	C0150450	Altered state of consciousness	phenotype
896	umls	C0549310	Vaginal mycosis	phenotype
897	umls	C1609512	Vulvovaginal mycotic infection	phenotype
898	umls	C0549622	Sexual dysfunction	phenotype
899	umls	C0555724	Lip dry	phenotype
900	umls	C0558401	Skin laceration	phenotype
901	umls	C0558489	Renal pain	phenotype
902	umls	C0563238	Gastritis viral	phenotype
903	umls	C0574067	Cough increased	phenotype
904	umls	C0577628	Latex allergy	phenotype
905	umls	C0856604	Rubber sensitivity	phenotype
906	umls	C0578687	Sore eye	phenotype
907	umls	C0581912	Sensation of heaviness	phenotype
908	umls	C0686347	Tardive dyskinesia	phenotype
909	umls	C0699744	Ear infection	phenotype
910	umls	C0700184	Throat irritation	phenotype
911	umls	C0743668	Limb injury	phenotype
912	umls	C0852919	Animal scratch	phenotype
913	umls	C0853348	Arthropod bite	phenotype
914	umls	C0855235	Feelings of worthlessness	phenotype
915	umls	C0855237	Social avoidant behaviour	phenotype
916	umls	C0858635	Pharyngolaryngeal pain	phenotype
917	umls	C0549373	Laryngeal pain	phenotype
918	umls	C0877046	Tooth infection	phenotype
919	umls	C0877179	Injection site joint pain	phenotype
920	umls	C0877303	Post procedural pain	phenotype
921	umls	C1619712	Procedural pain	phenotype
922	umls	C0877322	Muscle tightness	phenotype
923	umls	C0877508	Irritation gum	phenotype
924	umls	C0878773	Hypertonic bladder	phenotype
925	umls	C0917799	Hypersomnia	phenotype
926	umls	C1112537	Neurological examination abnormal	phenotype
927	umls	C1167677	Infrequent bowel movements	phenotype
928	umls	C1260880	Rhinorrhoea	phenotype
929	umls	C1328308	Increased upper airway secretion	phenotype
930	umls	C1384606	Dyspareunia	phenotype
931	umls	C1510410	Parosmia	phenotype
932	umls	C1542178	Lower limb fracture	phenotype
933	umls	C1579838	Sore mouth	phenotype
934	umls	C1971624	Appetite absent	phenotype
935	umls	C2584688	Testicular swelling	phenotype
936	umls	C2979982	Vaginal haemorrhage	phenotype
937	pubchem.compound	5757	Estradiol	approved drug
938	umls	C0000768	Congenital anomaly	phenotype
939	umls	C0424605	Developmental delay	phenotype
940	umls	C0004623	Bacterial infection	phenotype
941	umls	C0005741	Blepharitis	phenotype
942	umls	C0005778	Clotting	phenotype
943	umls	C0005779	Coagulopathy	phenotype
944	umls	C0005940	Bone disorder	phenotype
945	umls	C0006152	Breast swelling	phenotype
946	umls	C0006826	Neoplasm malignant	phenotype
947	umls	C0006840	Candida infection	phenotype
948	umls	C0006852	Vaginal moniliasis	phenotype
949	umls	C0700345	Vulvovaginal candidiasis	phenotype
950	umls	C0007787	Transient ischaemic attack	phenotype
951	umls	C0007820	Cerebrovascular disorder	phenotype
952	umls	C0007855	Cervical polyp	phenotype
953	umls	C0007869	Uterine cervical erosion	phenotype
954	umls	C0008325	Cholecystitis	phenotype
955	umls	C0008350	Cholelithiasis	phenotype
956	umls	C0008489	Chorea	phenotype
957	umls	C0009443	Common cold	phenotype
958	umls	C0010072	Coronary artery thrombosis	phenotype
959	umls	C0011616	Dermatitis contact	phenotype
960	umls	C0012813	Diverticulitis	phenotype
961	umls	C0013447	Ear disorder	phenotype
962	umls	C0013985	Emotional disturbance NOS	phenotype
963	umls	C0233459	Emotional disorder	phenotype
964	umls	C0014173	Endometrial hyperplasia	phenotype
965	umls	C0014175	Endometriosis	phenotype
966	umls	C0014544	Epilepsy	phenotype
967	umls	C0014743	Erythema nodosum	phenotype
968	umls	C0015403	Eye infection	phenotype
969	umls	C0015929	Foetal disorder	phenotype
970	umls	C0016034	Fibrocystic breast disease	phenotype
971	umls	C0016977	Gallbladder disorder	phenotype
972	umls	C0018021	Goitre	phenotype
973	umls	C0018916	Haemangioma	phenotype
974	umls	C0019079	Haemoptysis	phenotype
975	umls	C0019112	Haemorrhoids	phenotype
976	umls	C0019243	Hereditary angioedema	phenotype
977	umls	C0021167	Incontinence	phenotype
978	umls	C0022354	Jaundice cholestatic	phenotype
979	umls	C0022408	Arthropathy	phenotype
980	umls	C0023533	Leukorrhea	phenotype
981	umls	C0227791	Vaginal discharge	phenotype
982	umls	C0023903	Hepatic neoplasm	phenotype
983	umls	C0024103	Breast mass	phenotype
984	umls	C0024902	Breast pain	phenotype
985	umls	C0025218	Chloasma	phenotype
986	umls	C0025286	Meningioma	phenotype
987	umls	C0025323	Menorrhagia	phenotype
988	umls	C0027339	Nail disorder	phenotype
989	umls	C0029134	Optic neuritis	phenotype
990	umls	C0029882	Otitis media	phenotype
991	umls	C0032708	Porphyrin metabolism disorder	phenotype
992	umls	C0033775	Anal pruritus	phenotype
993	umls	C0033777	Pruritus genital	phenotype
994	umls	C2242737	Anorectal discomfort	phenotype
995	umls	C0034150	Purpura	phenotype
996	umls	C1368065	Vascular purpura	phenotype
997	umls	C0035328	Retinal vein occlusion	phenotype
998	umls	C0037290	Pigmentation skin	phenotype
999	umls	C0549567	Pigmentation disorder	phenotype
